users_mac,users_name,users_email,users_ugroup
-82298,99994,79495,5
71084,71229,36172,2
-42369,55451,70934,3
1213,84861,86384,7
-46062,76685,18356,3
12356,11717,13064,6
65437,32432,62425,4
1440701,21598,69408,6
25398,33964,47971,3
1278928,89230,23019,4
-709958,99735,64980,1
81,32406,96879,6
-41335,95350,7923,7
91303,2552,46249,1
8089,90527,58329,1
96165,91276,72414,4
57165,61832,63409,6
-40800,21438,23232,5
-49559,49881,39979,7
2201,85561,18307,4
-1089311,33145,60429,7
-50251,75761,95780,1
25878,20959,80576,6
86473,84932,71652,2
-42369,35139,47983,2
405377,35098,20039,5
96730,58522,71604,2
7376,31010,82989,4
-15049,10383,46509,6
62799,85867,13062,6
229,82857,21359,1
-718194,58977,16486,1
-17503,96294,92397,2
-1089311,3634,58913,2
-691256,82351,68885,3
-91374,64485,67432,5
498693,79302,78686,4
-718194,87045,13409,3
-46291,51728,3814,2
-1463274,99476,65591,6
53244,62414,3735,7
553570,42290,12688,4
701313,71,70429,1
30036,42149,99980,6
1393135,97423,34384,2
12115,12692,11934,5
-44718,75561,92633,3
65257,44873,29330,7
-42369,53707,57808,7
72939,25635,70225,5
96165,51444,76955,6
-1446083,83292,2780,4
1289041,91684,24956,1
-15026,65929,16707,6
62120,43381,75136,5
2505,62653,36894,1
60748,42767,96281,7
-471487,15520,80116,2
-91830,80753,15921,4
66905,97974,98827,4
-40283,81853,13202,5
77576,54161,96397,6
1302509,56150,11732,6
-34805,54742,32696,3
-1078761,16301,51702,3
-10890,20003,93854,1
-61397,90405,33346,6
1997,44981,73994,3
-611061,14586,59410,5
-15049,51263,67554,1
1553338,42549,78531,2
-97607,19448,20985,7
-691256,22595,41922,7
-1430443,69766,59975,4
-79968,48196,64132,5
96165,75168,87739,6
84145,90003,92137,4
63625,22210,24981,6
-86160,55284,16937,6
69092,990,73513,4
96165,80365,71987,4
86681,90702,54893,4
-165297,66483,4308,5
87961,75380,2961,3
-96845,45775,64903,4
-54654,46251,56988,2
92546,51898,62032,6
80003,25600,87159,2
9658,52591,89301,6
1553338,92484,40515,1
90855,48752,95289,3
96165,47752,48118,7
91043,46374,74726,5
-18331,6352,47509,3
57432,48890,19266,4
-40426,31023,15518,7
1571570,13441,61971,1
-26328,20091,58120,6
-69350,32757,87186,2
96165,74577,67047,3
-164,23793,7454,1
-1089311,6979,11273,3
68986,94285,94093,5
62726,98023,29646,3
91851,1626,25615,4
1251829,90609,30889,6
-40800,1748,4985,6
697196,11202,881,2
69179,16669,15877,6
-55157,68108,71216,1
-90691,53712,45852,7
-718194,3139,24195,5
15027,53001,21887,6
997916,31597,98407,6
-94533,24304,14807,2
91237,16590,48465,6
85081,28713,58135,7
-73133,99987,66517,6
50148,7650,35003,7
-40800,26323,12353,1
-42369,21275,98999,1
83665,37655,60736,7
137562,67867,76512,1
-296567,17744,49116,4
73381,96173,12871,3
-95815,35150,64462,6
-42369,28962,60361,7
55562,7604,28663,2
-35336,31132,42938,1
455910,46099,27697,3
-23137,17701,98229,5
-84767,57055,25188,5
96165,32122,93096,2
-90539,36206,20392,7
-42369,65926,87881,2
1553338,39698,72177,1
-92778,29035,46599,6
61684,34920,73625,5
-42826,20936,79013,2
-1089311,26005,19907,6
1523838,72270,40219,3
1388919,43971,91997,3
69591,90431,14264,5
-50892,73180,52473,7
-15828,49666,14547,6
10108,95457,46024,5
96165,17501,96753,7
8286,98220,88598,4
-46211,88556,1629,7
-691256,99458,92441,3
-55157,70920,76502,7
-93711,79488,16578,3
27622,40264,31457,7
-35512,10823,35195,2
-91374,59705,12602,1
15027,19408,63101,4
1372625,42950,23348,5
-1485290,96928,7051,3
80240,55981,48913,2
51829,27930,18515,7
-96765,90649,43909,6
89298,20068,10701,6
1339504,9734,69481,4
15027,76527,76215,7
-3464,52093,71430,7
664645,27100,96524,2
90262,95078,74805,3
-193858,87561,38973,4
23586,83662,62406,7
173263,9342,20880,1
-4453,71189,74711,1
15027,78667,19250,6
72201,40714,51394,4
-42369,99067,16500,6
-39286,79776,59793,7
96165,23624,71481,2
50520,65917,67453,7
96165,36073,23027,5
15027,99702,29089,2
96165,97072,25656,3
-82056,86651,2086,5
-686511,67924,25898,7
42733,17875,54659,7
86716,98241,46389,2
-74132,39851,7095,2
1457837,42554,67378,7
-34616,73828,36197,7
408854,46207,58495,1
-42369,34281,92312,3
45926,60727,4821,7
69624,19350,85586,2
-22759,89907,2596,7
-15049,36309,90063,6
-62844,30464,79104,6
-90691,69105,64647,6
-33655,73710,84291,4
26238,51686,11444,5
-14168,21907,91858,5
-47144,4545,50482,7
-42369,43585,76741,5
-48882,87086,84960,3
-46315,56589,36443,6
-23009,53414,64101,1
-83208,69369,18768,5
84280,21997,18121,3
2814,12384,1498,5
-15049,26265,175,3
15197,16770,82255,6
41163,42637,85399,6
-24458,93316,79107,5
54159,12819,22701,7
-42369,59541,74459,1
-1473378,40143,32472,1
-29530,54643,38384,4
-73280,50699,36275,2
96165,92180,57474,2
91043,44302,59566,6
53555,96441,63707,3
1234389,10244,59394,5
-47747,68778,79013,2
59375,99054,9779,6
82680,20241,45074,5
801724,48702,7136,7
-4827,18720,20216,1
-994,66275,18335,1
-64807,69232,71055,4
43987,30616,22400,5
81390,26588,86031,7
-91817,71086,57705,5
-21796,78074,64059,3
52302,68385,51556,2
16617,89771,63441,4
37063,74894,24685,1
61021,24483,55527,6
1247128,46649,31926,3
60748,39056,34411,4
-83428,24503,76234,1
-45207,26240,51957,5
-95515,65435,32675,4
87310,90957,9475,4
-691256,9950,48436,7
-46094,31942,48448,5
53244,40232,82037,4
-1167668,46534,33752,6
-16246,68047,26528,2
-39448,83788,97452,4
42608,26085,5984,2
87310,95598,40418,7
53244,90722,43464,5
84145,91821,49140,7
-62712,75284,34032,2
-36942,81518,3518,1
-8526,94013,5777,5
-40800,6158,62451,3
1405857,49303,16276,6
-74012,82474,92599,2
55519,63707,63270,3
-42369,23070,26042,7
29725,86687,61241,4
-50966,17982,39822,6
30531,82680,46769,6
-29599,37183,86034,4
-12093,64485,46263,3
-82859,44656,19300,3
-59368,43968,53468,2
-35801,93592,46245,2
-15049,13878,39257,6
-29119,45530,36545,6
54742,11507,98234,3
-222520,4754,5739,7
61695,25360,45508,2
1380137,43921,75608,4
60173,45386,51841,4
-67659,7057,9955,3
50253,552,84008,5
94192,83790,47601,6
-51070,5911,42285,7
-42369,85936,24365,1
60748,22832,38842,1
-42369,27890,51488,3
372663,67000,13849,4
6762,91225,72668,3
-848553,12917,82687,2
-65203,16219,37879,5
45629,76907,94966,4
-42369,60912,87744,3
18933,90801,34816,5
-38868,84227,48553,5
-45207,56090,16018,5
-65038,3969,48358,6
-524758,71836,1616,5
93287,47137,31560,3
37561,95538,35758,3
1035055,26800,13809,7
-481118,85653,42177,7
71748,51155,21128,3
20756,13631,8790,4
77079,14276,90611,4
-65777,74686,81930,4
-92334,34480,98971,6
-42369,73601,53131,4
15147,78940,93807,2
35136,31393,68667,1
-1369331,30266,16440,3
366303,54652,67931,2
69111,86193,54223,6
-52979,48873,52664,1
13733,91623,97702,3
53244,88830,85306,3
137562,58304,3374,7
-15049,13543,74079,1
-15049,22154,24267,5
-18503,20616,62571,1
-96978,55202,62224,5
28889,47771,67261,6
15027,24003,46672,1
-153139,51431,9328,5
-1326963,69183,52222,2
-47144,7815,76053,1
-54820,48713,70487,2
72240,34200,56850,6
-15049,59134,7801,5
95291,62784,92839,1
73967,95442,95307,5
90414,51439,68944,7
88422,23396,23559,5
22068,21793,73253,5
66256,92642,9908,6
64972,58879,64955,4
35328,19854,52361,7
-888429,88418,639,7
79222,9551,37612,2
50849,62596,13998,7
46171,49672,95266,5
-56831,9427,52662,7
85366,40348,21611,5
60748,64149,58517,3
81375,70445,7101,3
63573,48301,68442,2
-91068,91421,4831,6
-4622,53335,48396,1
55968,90561,74680,3
21932,82150,98220,3
1001101,48408,46577,2
71446,5335,74190,6
-92714,86410,9735,7
-91374,78623,59318,5
1286732,39754,59734,3
-91374,53060,66336,4
-15049,12131,88313,3
60748,60006,79095,7
51922,45400,32049,7
55153,93986,79722,6
-35917,71647,96394,5
71117,60018,7302,6
-63931,18450,33502,3
91848,9323,54886,2
-40800,25008,10905,6
-86478,31659,50326,1
23848,41494,5102,6
32982,71748,70182,1
-40800,58435,29755,6
53244,85506,67955,7
-15049,11242,36812,3
85160,67962,19184,3
-74677,70888,24138,6
-12726,3558,23989,4
-33622,51706,16073,2
491378,39478,66432,1
-55554,44172,98854,1
-1421606,23119,42010,4
-441616,59045,5831,2
36054,98490,41511,6
-984394,33134,82048,4
90238,91809,9205,4
-1518250,42725,55636,1
15027,50872,15769,6
1553338,84618,83221,1
-58620,43796,70297,3
96165,84485,1629,6
-301025,62398,37904,1
69260,63885,20084,4
15051,81943,72593,6
49600,99979,47529,4
43609,76451,94734,7
-54411,59160,72987,7
593528,9499,90861,5
14395,77398,41087,6
15027,88080,2822,3
-37954,67771,95694,3
64819,50992,65921,6
822707,77260,91268,7
-77889,43906,87890,5
73293,34158,54351,2
-44560,74734,20792,3
-22971,33203,96496,2
51557,69667,66212,3
29855,92019,78790,6
15027,54424,6005,6
-35917,59963,67089,4
-64730,4372,28267,5
90735,82778,2091,5
-78468,40696,5135,7
-336964,51577,14385,6
-1317987,24369,77270,3
-34516,83422,61305,7
73293,32889,51735,1
-5059,40208,92278,6
50841,54136,91805,3
1284570,75023,25769,1
78540,88758,66915,3
35328,30021,8309,1
-9007,39221,56473,6
-56766,16118,44454,5
-1312765,68708,62912,5
31212,32704,2052,6
-89623,2377,61695,1
1206320,29555,36899,7
-85326,19912,697,5
-42369,22613,97429,7
-24986,85046,17460,2
-42369,5921,66487,1
-1454061,71349,40403,6
-93112,5098,25155,5
-31453,19653,54706,5
-85085,81852,62860,1
-3444,19849,74505,3
48841,4528,27336,3
-74677,49597,89083,7
-43046,25865,28446,3
-42369,57030,99907,4
-61487,32143,30149,7
-15049,69660,28416,4
-42369,18268,6794,4
-15049,32225,93700,4
-15049,49868,68138,7
-303693,18557,45888,6
18308,4516,52931,4
27525,59294,79337,6
53244,37955,29045,6
-15049,63788,39360,7
523845,34508,53053,4
-13818,70748,15318,7
-14066,68661,50048,7
-42369,8641,46593,3
70825,73415,52487,6
460283,54065,96261,5
21951,31886,66963,3
-52008,54467,72737,4
13819,73419,11411,6
-36356,51694,9830,5
38730,42040,33673,1
45471,96310,27520,5
129893,28926,29344,5
42733,16722,5397,7
68878,855,42782,1
96165,60886,47243,5
-67166,54677,81794,3
15027,53134,8919,3
2201,89744,46712,2
-80385,50483,8772,5
77407,49372,93301,5
-13106,39509,76572,1
-53850,62364,17788,6
-101322,86305,80002,3
-1498966,43845,12385,3
9217,33740,19528,2
-92345,23757,122,6
-1167668,81836,43429,5
31842,32872,93350,2
-42310,88753,63593,6
63546,86348,73712,3
381820,65570,70767,1
86473,82156,29081,6
96165,14536,79372,6
31344,52788,96430,5
-85524,84759,60033,4
96165,18729,27332,5
12504,87455,71482,2
96423,95745,77249,3
96165,38857,50841,4
74283,71583,80034,6
-645983,91549,85566,6
-15049,66347,27149,3
35328,79705,84724,5
-40738,60381,44281,2
1550921,75566,92902,1
69092,11893,94856,6
52302,32714,97774,4
-95755,8634,94938,7
-64035,53121,38019,3
-34958,24035,86735,6
89563,36695,86110,3
-74733,91423,33251,2
-25543,53298,62070,5
-42369,10848,87628,5
-37658,94931,15596,2
-59376,41245,72117,5
69128,48931,40460,6
14009,80722,17120,7
129893,44003,37196,4
41188,37747,58915,6
376772,68383,94742,4
-1130368,3495,54356,5
69182,20663,52248,4
-1212244,27267,24256,6
57165,82250,65962,6
205092,3057,64319,4
16974,5655,84846,4
-718194,44398,9089,7
53244,79506,93569,3
1079813,51078,96894,3
-740537,81046,29336,6
-46891,99157,61895,5
-94622,97300,36936,1
15027,96072,58963,1
-15049,15685,16300,3
65412,19651,71650,1
81837,66662,95387,7
10108,45423,41541,6
-737886,45443,98921,5
364609,71831,90528,1
84145,37073,76339,4
90347,36221,73873,5
96165,72594,81600,7
-67172,66930,55219,3
-1089311,86820,85995,6
-10697,7919,25673,4
-12474,5384,41606,4
-91374,70512,85620,2
-1446165,41762,11057,4
-51786,46955,74651,3
96165,53428,92219,5
-1089311,28772,14076,3
-539,25514,91196,2
71987,36052,97803,3
-40270,80395,30385,4
78273,64599,11783,1
96241,1535,63310,2
17056,60828,63631,7
63010,38368,57689,4
1258548,97182,84685,3
-12876,82785,78842,7
60748,11349,22767,6
75129,28422,33240,1
-718194,99574,61359,5
-34805,1762,54742,4
-1542393,299,39129,6
-49531,13491,60247,3
38622,53357,98301,7
60018,64165,7822,2
-19269,86603,12255,5
553570,83600,20875,7
86088,7317,16319,1
-718194,36475,84649,3
656970,13201,26138,3
-718194,62264,55052,4
-14139,23661,75007,6
-718194,11593,43660,7
1567185,98006,78986,7
-1466638,33920,45308,1
-15049,57594,6718,6
-37037,42824,80922,7
50841,26693,54819,3
-445819,58607,1190,2
-52313,13062,98671,7
-97110,73963,29301,6
-562793,91731,71693,5
-1556,71899,39947,2
-87943,45114,16336,1
44789,26453,66728,7
-89255,13540,38629,2
-66772,681,48988,5
-81427,43760,14057,6
-88515,46112,83795,1
-69485,23354,8320,6
-15049,32440,51762,7
89637,24996,33698,5
-27890,44051,25785,3
-1127039,19326,57480,2
-1475447,41066,51067,5
-29058,18737,8887,6
21778,76655,85372,1
1153781,31280,3817,6
568540,23379,10850,6
73541,70095,71231,3
-320369,37275,36017,5
-31094,22422,88771,4
41955,96752,58961,1
4479,10521,66957,7
17634,60287,83117,4
96165,39530,81319,7
1356719,25505,56174,5
51587,65491,71088,4
-15049,64922,68523,5
57165,40836,39221,3
-736806,20126,18817,2
-46854,62671,93355,4
-10746,49694,24167,7
48265,8458,6850,6
-41536,1632,70480,4
-1157523,53168,21946,3
64168,64993,59323,5
-95755,99467,19143,3
-17246,59866,49286,7
-67921,30457,13047,3
53244,30567,62566,2
77975,48030,51268,4
-41063,360,47598,3
-845868,43206,91126,1
-20461,10681,49009,7
-15049,17637,870,1
-6998,77787,26776,4
53244,37824,30582,4
-85524,19826,35908,7
-90691,81464,87150,1
-20366,29373,37914,1
13493,27678,3781,4
-89746,17703,40239,5
1553338,49132,43187,3
-89697,72005,99205,1
-9646,66826,45536,3
-220649,91309,9696,5
73192,33725,33796,5
-11965,10054,64097,3
-66752,49129,83570,6
71653,56848,90786,7
79800,79165,18301,5
68409,62621,23983,3
-31976,90440,18555,5
26883,13435,52958,4
-1495522,5711,70699,6
-42369,3183,55944,2
975078,51355,47186,5
78729,60726,38492,4
-13178,70191,73829,2
1553338,43409,4132,1
15027,78219,95785,1
10751,12766,48461,4
-41546,4623,87407,1
-97899,66128,30239,6
-42212,27096,52730,2
9967,53291,702,1
27570,19670,29300,1
-40800,81917,91797,3
-1275650,81559,51288,2
15027,2644,29119,5
-441616,61833,50949,3
-85676,63239,108,1
-297155,99164,38708,6
7102,24028,40900,6
-65939,84038,22847,2
-40800,1370,68554,4
-277046,73745,26175,7
53244,23510,50154,5
-1115320,78455,30915,5
57953,91424,90271,4
-765197,20928,40189,7
53244,27505,8453,2
-16979,93346,50018,4
-1101814,12759,72940,1
-691256,23468,3255,1
-15049,10968,15541,5
-96125,61044,94041,1
-34407,51218,27813,6
-86967,36851,87913,1
-397053,26998,39743,2
-718194,81380,73275,4
-53839,29593,79648,4
1553338,32303,5607,7
-12649,23067,58377,3
96165,4994,77832,6
20993,75285,55731,1
20242,85577,74095,2
-89776,19656,9718,5
-9853,66592,68146,4
-21967,99764,34095,5
607638,64241,70768,5
85379,79390,36765,7
-5659,14725,95614,3
90650,24901,94680,7
24471,75749,5052,4
57532,10566,41096,5
-35917,46428,77143,3
-15049,46514,74942,7
-96123,27193,82720,5
-5355,41218,48346,1
-24715,30548,88213,2
54133,45678,55984,5
-63611,24860,84984,3
-77781,85079,88854,6
-91374,76427,34209,5
15027,4523,20774,2
-81301,4929,12295,5
72081,83638,90418,1
1396596,25470,39799,6
-36905,15324,4159,2
-92031,80212,4833,5
-15049,32611,35117,4
40678,51648,85441,7
27570,47444,52037,5
-1554245,86861,13275,1
-39820,73456,16128,2
-270914,93448,22393,7
893751,43198,8330,1
1435115,17796,2914,1
-69673,84328,42820,5
-98203,35403,97708,7
6445,3082,54583,1
-18657,53328,33389,6
210355,40299,65443,7
-62111,80521,52860,4
-67712,94024,75561,2
47291,96610,97541,6
52227,91298,54366,7
-40800,54832,25351,3
15027,1507,22864,2
950636,9538,265,7
86174,1163,30016,3
69193,39052,64024,2
561394,24314,84590,4
-42992,26175,86504,5
74127,91395,37629,2
-59131,51134,20098,7
3145,21506,9007,5
-363140,67625,26852,1
1553338,4172,93451,7
-1176884,65736,23264,3
-1280483,47688,18902,5
-29599,47222,63592,3
-2103,8177,94307,2
-64441,26537,65017,6
2899,20165,21321,6
-42369,50459,39611,1
-29512,30643,25537,1
88753,97094,75229,1
55343,65601,22569,4
31830,24914,10629,7
32777,9908,77457,4
-17595,33411,56200,4
-42369,1836,68185,4
70668,19396,23293,4
-21935,19054,92144,2
7488,92044,56783,2
95291,49695,2652,1
44333,4861,19784,5
-32479,35655,91019,5
-91374,44107,68472,1
-355172,72581,52894,5
58345,10096,20510,7
892465,64045,72616,4
26109,2356,68245,6
-325603,29699,16741,6
-21365,90660,62805,3
61662,2131,55929,5
-77658,7018,6252,4
164936,40853,64625,3
53244,3594,11072,3
25398,62213,25106,6
68300,34092,47293,6
96165,19914,33189,5
-806699,77544,10351,2
91811,30313,3174,1
45902,33148,45194,5
58899,42768,38131,2
-63879,87009,72409,1
45032,33944,4015,7
-27196,6839,8231,7
24520,57846,46562,6
-34908,53551,26289,6
12584,78871,8659,2
-1573,75460,33111,1
75229,81189,80969,6
-79776,95097,43254,6
-41546,86942,30845,1
-74444,57583,86646,1
87769,45228,12555,6
1553338,32310,65670,3
15027,58454,74761,3
-1327087,75762,5654,4
-32186,50329,28429,1
31870,98846,28885,7
-445727,68847,85660,1
53244,23467,30948,7
-45506,65343,77844,5
-15049,3984,31247,4
-38868,12026,59876,1
-70458,63280,51600,4
-718194,36334,98852,7
13156,31556,97027,6
-1770,18779,42868,4
93730,9963,9009,5
408854,40038,56919,6
1163723,75736,53481,5
-64807,72678,7390,5
287836,12967,62331,6
26435,89192,37144,5
60326,96953,53521,5
2616,38943,65664,4
-691256,53387,58604,3
56976,9544,30712,2
460283,98339,3580,7
-723990,88045,59109,3
23848,27892,90297,3
1025262,53061,15852,7
97167,78528,32159,1
50473,78971,84616,3
1235127,4936,64710,1
-22561,30433,3638,1
-1116175,14542,66952,7
76568,24285,83537,1
-52615,82510,10420,4
-53926,37225,99719,4
-90691,82703,71637,2
96165,2015,10042,2
15051,30284,84318,2
77610,97010,48177,4
-63560,30108,67383,7
129893,83172,98203,2
-42369,69853,69173,2
60167,22858,99278,7
-1328,36664,38174,1
-62342,67171,78157,6
-33458,43777,23663,2
24421,56917,34514,3
6763,46284,74733,3
57743,49573,33816,2
785474,77512,1599,3
-96390,75510,49415,6
25219,14886,85401,6
-52317,94568,53480,1
64322,77199,26290,1
14319,77232,66152,1
-1384731,66687,59404,1
87961,80964,35473,1
82198,16549,35062,3
-82298,91720,4195,5
96165,2726,13955,6
32361,36994,90947,2
13734,14632,84,4
96165,67436,97284,4
85743,70198,76766,5
-24128,30801,12087,4
-718194,16606,25921,1
690530,68198,26497,6
-29761,46967,39135,2
-55445,65630,53761,4
96165,30210,59645,1
-1089311,12522,11911,6
-11166,59683,91328,6
52261,24555,64155,1
45270,62778,79131,7
87669,36799,84946,7
-1074633,76337,33109,7
-66355,45558,41059,1
16463,78826,84572,2
-90691,51243,202,4
80796,89174,73444,2
-15049,89132,11851,5
-63037,95156,67950,5
53244,53581,55674,2
-1325373,32842,57300,6
19725,49576,612,6
1389292,73451,40960,4
48205,16822,4009,6
-42369,80726,4025,7
15027,82999,6155,3
460283,83100,77209,2
-58151,56301,83895,5
9136,15185,45183,4
28322,39812,26281,4
3876,83857,72351,4
-42499,83570,72539,7
-78681,48583,81310,4
-87233,6676,7778,6
8798,58398,25006,6
56260,58284,99596,6
-49388,72324,64687,2
52404,38985,69258,2
-50251,74780,22180,7
69082,12942,63147,2
53244,67777,11580,1
24475,90523,81186,7
68562,30977,25378,3
70829,7088,95786,6
-537693,78055,2862,7
-1286840,30493,98019,1
96165,71518,30977,4
1553338,63615,88088,6
1486777,99127,76753,4
-26220,86339,97699,7
-54411,92838,47878,2
1317872,32786,28339,4
-7047,65881,90524,5
-54147,65471,92180,6
-11166,70619,34838,3
-4531,12036,3857,6
-62961,95153,62869,5
-17514,21793,23313,6
-42181,74748,68425,3
29209,10308,88988,1
-41282,17665,51763,6
77570,77688,45154,5
83884,21075,49098,2
-1498529,6524,26956,3
-691256,73691,6773,7
15027,47645,52988,2
50253,70564,7117,4
156972,22946,57170,3
96417,41258,79431,5
243266,82680,94544,7
-433517,84165,58740,4
86460,79261,14351,7
53244,66211,31946,1
15027,7749,9391,3
53244,93520,33214,1
-97269,41295,63038,7
40463,24091,11986,1
-42369,23717,34076,3
-66752,54909,60434,7
-554702,85351,65293,5
929924,84273,44289,5
2201,94940,60391,2
1390551,26758,90193,5
10108,8340,90706,5
31537,26282,5321,5
767862,69717,62044,5
-79070,53136,83206,2
-482640,31801,77783,5
1553338,22739,21776,5
96163,4157,84633,6
-631630,12865,6433,3
57372,90760,42785,7
76662,51621,79584,1
75425,59846,41560,4
96165,95270,56797,5
-51293,42828,33097,7
-95040,54069,86290,4
-78681,51301,97398,1
64724,24590,25992,3
-759614,31704,34459,4
-45865,85157,66946,1
19737,35950,82139,6
-72135,12485,37749,2
-56157,74346,19758,6
-40291,94925,8138,7
-42369,24570,90956,1
64333,44649,17904,3
78596,34725,19648,3
2584,83215,96673,6
34604,63432,96191,4
-20232,29337,56141,1
-79547,18491,44265,1
-71100,92574,9013,4
90586,56656,63410,4
60,11595,62074,4
-1089311,20410,25662,7
-395367,61961,26390,5
-61738,44888,91815,1
-170465,72788,66530,2
-77803,40815,29804,5
-53474,42415,57720,2
-9953,9419,95392,2
-23510,38239,72534,2
-34172,32839,75825,4
71754,80213,98821,1
19410,36942,10236,2
129893,62499,72429,5
-15049,54532,17807,7
873893,78697,93535,3
-331128,25276,20694,6
-42369,43061,71971,5
1262492,29965,67849,4
93352,14321,71678,2
1553338,86859,62681,2
-42369,45271,80069,3
-42369,17152,46110,6
-278666,34141,7555,7
45554,60778,86370,6
55594,76444,57953,2
-556555,59764,29354,1
-9053,97868,22803,3
-90932,31411,72011,3
1059759,58300,30469,5
66092,25565,51796,1
987735,65153,77752,4
81456,76245,53534,1
-4252,46782,99813,4
-718194,38519,37362,1
72615,49402,64965,5
63296,78249,7307,1
327254,60272,77186,6
11145,62634,60024,1
-718194,96194,84595,3
-33180,64373,35702,5
9727,86351,18529,3
-670049,52716,23342,7
-82385,3729,86546,1
73111,52592,66621,5
-951192,56375,29499,1
39228,77791,68094,4
41063,77844,63151,4
-40800,25793,81288,6
20596,24568,64586,7
59639,43412,17644,3
-1377920,48015,78538,4
-98231,69544,73648,2
70903,57638,9847,7
-15049,26465,73173,2
89298,11195,24791,4
96165,89941,65357,3
-660788,42658,43767,7
55767,59136,60193,4
-24078,18876,16741,2
1553338,30667,5115,1
-15049,67058,80018,3
326337,85280,57304,7
-42369,97925,45160,6
3290,60816,62088,3
1082520,93668,36373,4
20107,73807,56243,7
-14577,89559,12586,4
-15049,21065,87493,3
89298,59015,32472,5
-72956,89522,10039,7
67756,67923,6500,1
93726,48000,85341,1
1011273,39992,40647,5
12892,28833,84196,2
-24078,69594,861,3
66365,11259,31310,6
-81301,97065,87451,4
-42369,81150,90688,2
1025262,766,50079,4
44114,67476,38126,3
-62961,50128,12165,3
86405,61322,48647,5
50210,28945,83345,4
60748,49070,74746,4
-51070,57681,98814,7
11975,79511,18658,5
-84788,22849,78980,6
96813,37100,13653,1
-42369,27004,58565,2
73192,21838,61244,7
44350,69279,90963,5
20756,10835,75376,3
697196,27675,85312,4
-1089311,41086,30805,7
-44341,18772,11182,1
-860,78447,42164,4
-723838,95933,96038,4
-77112,49471,77787,2
4364,46858,6400,1
97541,9198,97037,2
-79535,73592,95987,3
-29210,76159,72549,5
-1220837,89744,97781,5
-1066479,92137,48348,4
595056,15163,49792,6
9845,10378,38785,1
-13908,37067,93635,1
-89046,13333,60429,4
561394,84128,70936,1
-42369,46239,5805,1
40657,955,36988,3
37377,60553,56262,4
-32870,75546,63629,5
30539,69990,14842,1
1221063,72266,71916,2
62351,88913,56633,7
-55526,91127,83521,2
1553338,75595,62937,6
-91382,10871,4275,6
-71782,20474,83625,2
96165,24305,71865,4
-40800,21600,30489,2
96165,60443,90714,3
-2752,94035,89676,3
71754,74792,22206,1
1082520,12366,99969,5
2201,39594,90436,2
26321,56504,11622,5
-26220,98355,46742,2
97277,86457,43656,1
-15049,97470,46089,2
27525,38810,7972,1
-22711,93658,3407,3
-15049,14508,37570,3
61040,14007,56309,6
-36262,37998,2580,3
214856,33641,38475,1
-37528,15235,5521,4
-15049,23612,82889,5
-24639,54904,90961,7
-27578,37896,82553,4
-41786,89158,11469,6
60792,493,86231,5
-1089311,63569,95607,7
-17599,4288,64536,6
-155749,23541,84392,1
850,93287,27314,7
45338,54790,85304,6
41902,27588,57027,1
40463,86897,17743,4
-718194,31941,27364,3
-7299,37552,70504,5
1553338,62586,1876,4
16110,8551,24372,5
43301,52610,12219,7
-90710,18055,69723,6
-18888,80954,20455,5
35418,60891,12231,7
-477340,31870,91717,7
-519,87517,81108,7
-1089311,55952,58647,5
36028,78449,49701,3
78130,27010,12793,1
-15049,95051,14898,7
-36545,3011,6346,2
69094,37470,94477,7
-87879,72155,17846,1
18926,57318,44648,7
24574,93600,84401,4
67614,4400,94933,5
-47327,49831,78270,4
-15729,14002,43462,2
-83900,97715,57015,2
32540,35503,34713,2
673864,21440,90095,4
53244,97736,49161,4
18376,39566,56272,4
36979,90142,71933,7
-1089311,61978,89699,5
32790,71708,31742,2
-19871,40379,66537,2
-349263,86156,77367,1
2747,16491,65143,1
15027,26064,16659,5
71855,88390,16483,2
26935,32154,44458,6
1403671,25377,76923,6
4508,79390,96945,1
-42369,64921,81075,3
-51070,23798,8631,3
-1245427,43253,83295,6
89852,12173,68915,3
-76780,76598,50369,5
96165,96152,61455,7
3219,35411,72826,7
15027,70898,30388,7
-382545,86937,59330,6
-281918,68863,26854,7
616921,3628,55728,1
15027,45244,28052,3
73967,82763,15910,1
15027,91463,24543,4
-511024,82526,584,5
-75026,49014,52785,1
-44273,50116,22755,4
53408,6770,40072,1
23935,2235,44832,7
-37811,80536,39259,1
-40800,44935,15243,3
-89100,68068,22056,6
80825,31851,90051,3
240616,12756,84691,6
-42369,95342,14169,1
1234389,30080,51786,6
-916039,84064,44281,2
-301025,45543,67825,2
45161,66592,57043,6
-49038,58049,53151,1
98097,9144,15295,3
-946027,62907,62927,2
30531,42588,6591,3
-40800,73649,43398,3
15341,39246,9921,5
-35697,48322,50824,7
-7385,23528,21087,4
16642,91586,12868,7
1079490,52551,10948,4
19453,86365,72397,2
219,19939,72334,4
59637,68862,68600,6
9089,3091,10172,1
34531,61070,40616,6
10871,37748,51295,5
-30194,26810,9108,1
-718194,35634,45232,2
14541,31161,75747,3
-59133,69382,57859,7
-903407,88964,70958,3
-42369,9926,47574,3
35375,79908,48834,6
3693,19761,5244,1
119629,75757,83078,6
15027,63874,49486,6
-283571,46855,22240,7
-40800,19165,67421,6
-23063,93468,16481,1
24050,26058,1312,6
94747,32649,20342,6
-68124,44794,41318,5
-43337,19185,44403,3
-63066,36089,13793,2
402079,72045,36686,2
-65211,33470,99777,6
793013,878,33258,6
